ID;Bedingung;Block;Frame;Framerate;Position;Rotation;Timestamp
1;VRbio;2;0;0,3333333;(18.2, 13.6, 31.4);(349.6, 286.8, 359.1);3,504795
1;VRbio;2;1;0,0805713;(18.2, 13.5, 31.3);(349.7, 279.7, 0.7);3,529184
1;VRbio;2;2;0,0076698;(18.2, 13.5, 31.3);(349.7, 278.2, 0.7);3,535818
1;VRbio;2;3;0,0044355;(18.2, 13.5, 31.3);(349.6, 277.4, 0.7);3,540347
1;VRbio;2;4;0,0118282;(18.2, 13.5, 31.3);(349.6, 276.7, 0.7);3,552193
1;VRbio;2;5;0,0102089;(18.2, 13.5, 31.3);(349.6, 276.0, 0.7);3,562337
1;VRbio;2;6;0,0110701;(18.2, 13.5, 31.3);(349.6, 275.4, 0.8);3,573493
1;VRbio;2;7;0,011165;(18.2, 13.5, 31.2);(349.6, 274.8, 0.8);3,584677
1;VRbio;2;8;0,011888;(18.2, 13.5, 31.2);(349.5, 274.3, 0.9);3,596477
1;VRbio;2;9;0,010429;(18.2, 13.5, 31.2);(349.5, 273.8, 1.1);3,607018
1;VRbio;2;10;0,0113309;(18.2, 13.5, 31.2);(349.6, 273.4, 1.2);3,618272
1;VRbio;2;11;0,0110012;(18.2, 13.5, 31.2);(349.6, 273.0, 1.4);3,629337
1;VRbio;2;12;0,0113108;(18.2, 13.5, 31.2);(349.6, 272.6, 1.5);3,640568
1;VRbio;2;13;0,0120266;(18.2, 13.5, 31.2);(349.6, 272.3, 1.7);3,652641
1;VRbio;2;14;0,0100372;(18.2, 13.5, 31.2);(349.6, 272.0, 1.9);3,662657
1;VRbio;2;15;0,013155;(18.2, 13.5, 31.2);(349.7, 271.6, 2.0);3,675768
1;VRbio;2;16;0,0097034;(18.2, 13.5, 31.2);(349.7, 271.3, 2.1);3,685665
1;VRbio;2;17;0,0107544;(18.2, 13.5, 31.2);(349.7, 270.9, 2.2);3,696277
1;VRbio;2;18;0,0114116;(18.2, 13.5, 31.2);(349.8, 270.6, 2.3);3,707666
1;VRbio;2;19;0,0115822;(18.2, 13.5, 31.2);(349.8, 270.3, 2.3);3,719269
1;VRbio;2;20;0,010615;(18.2, 13.5, 31.2);(349.9, 270.0, 2.4);3,729835
1;VRbio;2;21;0,011372;(18.2, 13.5, 31.2);(350.0, 269.7, 2.4);3,741211
1;VRbio;2;22;0,0112781;(18.2, 13.5, 31.2);(350.0, 269.5, 2.5);3,752654
1;VRbio;2;23;0,0106495;(18.2, 13.5, 31.1);(350.0, 269.3, 2.5);3,763166
1;VRbio;2;24;0,0120987;(18.2, 13.5, 31.1);(350.1, 269.1, 2.5);3,775231
1;VRbio;2;25;0,0105531;(18.2, 13.5, 31.1);(350.1, 268.9, 2.6);3,785774
1;VRbio;2;26;0,0109227;(18.2, 13.5, 31.1);(350.2, 268.8, 2.6);3,796705
1;VRbio;2;27;0,0112613;(18.2, 13.5, 31.1);(350.3, 268.7, 2.6);3,807942
1;VRbio;2;28;0,0111154;(18.1, 13.5, 31.1);(350.4, 268.5, 2.7);3,819072
1;VRbio;2;29;0,0110539;(18.1, 13.5, 31.1);(350.6, 268.4, 2.7);3,830124
1;VRbio;2;30;0,0112742;(18.1, 13.5, 31.1);(350.7, 268.2, 2.7);3,841384
1;VRbio;2;31;0,0119319;(18.1, 13.5, 31.1);(350.9, 268.0, 2.7);3,853313
1;VRbio;2;32;0,0102004;(18.1, 13.5, 31.1);(351.1, 267.8, 2.7);3,86352
1;VRbio;2;33;0,0115776;(18.1, 13.5, 31.1);(351.3, 267.6, 2.7);3,875106
1;VRbio;2;34;0,01124;(18.1, 13.5, 31.1);(351.5, 267.4, 2.7);3,886332
1;VRbio;2;35;0,0114763;(18.1, 13.5, 31.1);(351.8, 267.2, 2.7);3,897802
1;VRbio;2;36;0,0104766;(18.1, 13.5, 31.1);(352.1, 266.9, 2.7);3,908297
1;VRbio;2;37;0,0115928;(18.1, 13.5, 31.1);(352.5, 266.7, 2.6);3,919888
1;VRbio;2;38;0,0107821;(18.1, 13.5, 31.1);(353.0, 266.4, 2.6);3,930705
1;VRbio;2;39;0,011456;(18.1, 13.5, 31.1);(353.5, 266.1, 2.6);3,942109
1;VRbio;2;40;0,011178;(18.1, 13.5, 31.1);(354.1, 265.8, 2.5);3,95329
1;VRbio;2;41;0,0115895;(18.1, 13.5, 31.1);(354.8, 265.5, 2.4);3,964903
1;VRbio;2;42;0,0103785;(18.1, 13.5, 31.1);(355.5, 265.1, 2.3);3,975299
1;VRbio;2;43;0,0117056;(18.1, 13.5, 31.1);(356.3, 264.7, 2.3);3,986977
1;VRbio;2;44;0,0108989;(18.1, 13.5, 31.1);(357.2, 264.3, 2.1);3,997945
1;VRbio;2;45;0,0131634;(18.1, 13.4, 31.1);(358.2, 263.9, 2.0);4,011137
1;VRbio;2;46;0,0094527;(18.1, 13.4, 31.1);(359.1, 263.4, 1.9);4,020499
1;VRbio;2;47;0,010682;(18.1, 13.4, 31.1);(0.2, 263.0, 1.9);4,031268
1;VRbio;2;48;0,0115143;(18.1, 13.4, 31.1);(1.1, 262.6, 1.8);4,042685
1;VRbio;2;49;0,0109464;(18.1, 13.4, 31.1);(2.0, 262.1, 1.8);4,053618
1;VRbio;2;50;0,0115717;(18.1, 13.4, 31.1);(2.8, 261.7, 1.8);4,065229
1;VRbio;2;51;0,0110433;(18.1, 13.4, 31.1);(3.5, 261.3, 1.7);4,07626
1;VRbio;2;52;0,0108263;(18.1, 13.4, 31.1);(4.0, 260.9, 1.6);4,087079
1;VRbio;2;53;0,0112415;(18.1, 13.4, 31.1);(4.4, 260.5, 1.5);4,098306
1;VRbio;2;54;0,0112465;(18.1, 13.4, 31.1);(4.8, 260.1, 1.5);4,10955
1;VRbio;2;55;0,0115394;(18.1, 13.3, 31.0);(5.1, 259.7, 1.4);4,121119
1;VRbio;2;56;0,0115764;(18.1, 13.3, 31.0);(5.4, 259.4, 1.5);4,132696
1;VRbio;2;57;0,0102511;(18.1, 13.3, 31.0);(5.5, 259.0, 1.6);4,14296
1;VRbio;2;58;0,011711;(18.1, 13.3, 31.0);(5.6, 258.7, 1.7);4,154634
1;VRbio;2;59;0,0125271;(18.1, 13.3, 31.0);(5.5, 258.5, 1.8);4,167299
1;VRbio;2;60;0,0116138;(18.1, 13.3, 31.0);(5.4, 258.2, 1.9);4,178776
1;VRbio;2;61;0,012579;(18.1, 13.3, 31.0);(5.3, 258.0, 1.9);4,191352
1;VRbio;2;62;0,0113953;(18.1, 13.3, 31.0);(5.3, 257.8, 2.0);4,202808
1;VRbio;2;63;0,0109959;(18.1, 13.3, 31.0);(5.2, 257.6, 2.1);4,213828
1;VRbio;2;64;0,0109544;(18.1, 13.3, 31.0);(5.2, 257.4, 2.2);4,224737
1;VRbio;2;65;0,0112086;(18.1, 13.3, 31.0);(5.2, 257.2, 2.2);4,235927
1;VRbio;2;66;0,0110585;(18.1, 13.3, 31.0);(5.2, 257.0, 2.2);4,246977
1;VRbio;2;67;0,0112447;(18.1, 13.3, 31.0);(5.2, 256.8, 2.1);4,258226
1;VRbio;2;68;0,0113362;(18.1, 13.3, 31.0);(5.3, 256.6, 2.1);4,269571
1;VRbio;2;69;0,0108074;(18.1, 13.3, 31.0);(5.3, 256.4, 2.1);4,280357
1;VRbio;2;70;0,0113847;(18.1, 13.3, 31.0);(5.4, 256.2, 2.0);4,291748
1;VRbio;2;71;0,0111483;(18.1, 13.3, 31.0);(5.5, 256.0, 2.0);4,302894
1;VRbio;2;72;0,011502;(18.1, 13.3, 31.0);(5.5, 255.7, 1.9);4,314455
1;VRbio;2;73;0,0110548;(18.1, 13.3, 31.0);(5.7, 255.5, 1.9);4,325459
1;VRbio;2;74;0,0109812;(18.1, 13.3, 31.0);(5.8, 255.2, 1.8);4,33644
1;VRbio;2;75;0,0113475;(18.1, 13.3, 31.0);(5.9, 254.9, 1.7);4,347792
1;VRbio;2;76;0,0131691;(18.1, 13.3, 31.0);(6.1, 254.7, 1.6);4,360946
1;VRbio;2;77;0,0093558;(18.1, 13.3, 31.0);(6.3, 254.5, 1.5);4,370431
1;VRbio;2;78;0,0111993;(18.1, 13.3, 31.0);(6.5, 254.3, 1.4);4,381643
1;VRbio;2;79;0,011404;(18.1, 13.3, 31.0);(6.6, 254.1, 1.4);4,392912
1;VRbio;2;80;0,0115338;(18.1, 13.3, 31.0);(6.7, 253.9, 1.3);4,404518
1;VRbio;2;81;0,0109139;(18.1, 13.3, 31.0);(6.8, 253.6, 1.3);4,415379
1;VRbio;2;82;0,0115931;(18.1, 13.3, 31.0);(6.8, 253.4, 1.3);4,426962
1;VRbio;2;83;0,0111827;(18.1, 13.3, 31.0);(6.8, 253.1, 1.2);4,438152
1;VRbio;2;84;0,0115313;(18.1, 13.3, 31.0);(6.8, 252.9, 1.2);4,449687
1;VRbio;2;85;0,0107937;(18.1, 13.3, 30.9);(6.8, 252.7, 1.1);4,460452
1;VRbio;2;86;0,0106485;(18.1, 13.3, 30.9);(6.7, 252.5, 1.0);4,471118
1;VRbio;2;87;0,011101;(18.1, 13.3, 30.9);(6.7, 252.3, 1.0);4,482206
1;VRbio;2;88;0,0111568;(18.1, 13.3, 30.9);(6.7, 252.1, 0.9);4,493388
1;VRbio;2;89;0,0113483;(18.1, 13.3, 30.9);(6.7, 251.9, 0.9);4,504725
1;VRbio;2;90;0,0111144;(18.1, 13.3, 30.9);(6.7, 251.7, 0.9);4,51587
1;VRbio;2;91;0,0120181;(18.1, 13.3, 30.9);(6.7, 251.5, 0.9);4,527962
1;VRbio;2;92;0,010257;(18.1, 13.3, 30.9);(6.7, 251.2, 0.9);4,537959
1;VRbio;2;93;0,0110506;(18.1, 13.3, 30.9);(6.7, 251.0, 0.9);4,549264
1;VRbio;2;94;0,0112587;(18.1, 13.3, 30.9);(6.8, 250.8, 0.9);4,560424
1;VRbio;2;95;0,0113336;(18.1, 13.3, 30.9);(6.9, 250.5, 0.9);4,571785
1;VRbio;2;96;0,0108756;(18.1, 13.3, 30.9);(7.0, 250.3, 0.9);4,58264
1;VRbio;2;97;0,0116781;(18.1, 13.3, 30.9);(7.1, 250.1, 0.8);4,594489
1;VRbio;2;98;0,0108871;(18.1, 13.3, 30.9);(7.2, 249.8, 0.8);4,605052
1;VRbio;2;99;0,0113295;(18.1, 13.3, 30.9);(7.4, 249.6, 0.8);4,61665
1;VRbio;2;100;0,0115093;(18.1, 13.3, 30.9);(7.5, 249.3, 0.9);4,628065
1;VRbio;2;101;0,0105802;(18.1, 13.3, 30.9);(7.7, 249.1, 0.8);4,638465
1;VRbio;2;102;0,0111765;(18.1, 13.3, 30.9);(7.9, 248.9, 0.8);4,649776
1;VRbio;2;103;0,0113381;(18.2, 13.3, 30.9);(8.1, 248.6, 0.8);4,66127
1;VRbio;2;104;0,0112509;(18.2, 13.3, 30.9);(8.4, 248.4, 0.8);4,672459
1;VRbio;2;105;0,0108125;(18.2, 13.3, 30.9);(8.6, 248.2, 0.7);4,683534
1;VRbio;2;106;0,0112212;(18.2, 13.3, 30.9);(8.9, 248.0, 0.7);4,694406
1;VRbio;2;107;0,0115819;(18.2, 13.3, 30.9);(9.3, 247.8, 0.7);4,706034
1;VRbio;2;108;0,0113371;(18.2, 13.3, 30.9);(9.7, 247.7, 0.6);4,71736
1;VRbio;2;109;0,0105717;(18.2, 13.3, 30.8);(10.2, 247.5, 0.5);4,727917
1;VRbio;2;110;0,01127;(18.2, 13.3, 30.8);(10.7, 247.4, 0.5);4,739177
1;VRbio;2;111;0,0113809;(18.2, 13.3, 30.8);(11.4, 247.3, 0.4);4,750562
1;VRbio;2;112;0,0114411;(18.2, 13.2, 30.8);(12.1, 247.1, 0.3);4,762085
1;VRbio;2;113;0,0106974;(18.2, 13.2, 30.8);(12.9, 247.0, 0.2);4,772748
1;VRbio;2;114;0,0110172;(18.2, 13.2, 30.8);(13.8, 246.9, 0.2);4,783731
1;VRbio;2;115;0,0112493;(18.2, 13.2, 30.8);(14.7, 246.8, 0.3);4,794966
1;VRbio;2;116;0,0113841;(18.2, 13.2, 30.8);(15.5, 246.7, 0.4);4,806362
1;VRbio;2;117;0,0108492;(18.2, 13.2, 30.8);(16.2, 246.7, 0.4);4,817307
1;VRbio;2;118;0,011372;(18.2, 13.2, 30.8);(16.6, 246.6, 0.4);4,828741
1;VRbio;2;119;0,0119875;(18.2, 13.2, 30.8);(17.0, 246.5, 0.4);4,840595
1;VRbio;2;120;0,0103946;(18.2, 13.2, 30.8);(17.4, 246.4, 0.4);4,850997
1;VRbio;2;121;0,0115131;(18.2, 13.1, 30.8);(17.8, 246.2, 0.5);4,862485
1;VRbio;2;122;0,0112153;(18.2, 13.1, 30.8);(18.3, 246.1, 0.5);4,873676
1;VRbio;2;123;0,0119066;(18.2, 13.1, 30.8);(18.7, 246.0, 0.5);4,885572
1;VRbio;2;124;0,0104579;(18.2, 13.1, 30.8);(19.2, 245.8, 0.6);4,896092
1;VRbio;2;125;0,0116124;(18.3, 13.1, 30.8);(19.5, 245.7, 0.5);4,907678
1;VRbio;2;126;0,0103283;(18.3, 13.1, 30.8);(20.0, 245.5, 0.5);4,91803
1;VRbio;2;127;0,0113892;(18.3, 13.1, 30.8);(20.4, 245.3, 0.5);4,929402
1;VRbio;2;128;0,0123951;(18.3, 13.1, 30.8);(20.9, 245.1, 0.4);4,941759
1;VRbio;2;129;0,0101251;(18.3, 13.1, 30.8);(21.4, 244.9, 0.4);4,951979
1;VRbio;2;130;0,010766;(18.3, 13.1, 30.8);(22.0, 244.7, 0.3);4,962634
1;VRbio;2;131;0,0114156;(18.3, 13.1, 30.8);(22.4, 244.5, 0.3);4,974075
1;VRbio;2;132;0,0112063;(18.3, 13.1, 30.8);(22.8, 244.3, 0.2);4,985312
1;VRbio;2;133;0,0111415;(18.3, 13.0, 30.8);(23.0, 244.1, 0.1);4,996441
1;VRbio;2;134;0,0110692;(18.3, 13.0, 30.8);(23.2, 243.9, 0.1);5,007485
1;VRbio;2;135;0,0113284;(18.3, 13.0, 30.8);(23.5, 243.8, 0.0);5,018847
1;VRbio;2;136;0,0110312;(18.3, 13.0, 30.8);(23.7, 243.7, 0.0);5,02992
1;VRbio;2;137;0,0115449;(18.3, 13.0, 30.8);(24.0, 243.7, 360.0);5,041401
1;VRbio;2;138;0,0112435;(18.3, 13.0, 30.8);(24.4, 243.7, 359.9);5,052685
1;VRbio;2;139;0,0113713;(18.3, 13.0, 30.8);(24.8, 243.7, 359.8);5,064104
1;VRbio;2;140;0,0105758;(18.3, 13.0, 30.8);(25.3, 243.7, 359.8);5,074568
1;VRbio;2;141;0,0119114;(18.3, 13.0, 30.8);(25.8, 243.8, 359.7);5,086475
1;VRbio;2;142;0,0103063;(18.3, 13.0, 30.8);(26.4, 243.9, 359.8);5,096807
1;VRbio;2;143;0,0111858;(18.3, 13.0, 30.8);(26.9, 244.0, 359.8);5,107983
1;VRbio;2;144;0,01128;(18.3, 12.9, 30.8);(27.5, 244.2, 359.9);5,119277
1;VRbio;2;145;0,0110081;(18.4, 12.9, 30.9);(27.9, 244.3, 359.9);5,130324
1;VRbio;2;146;0,0112393;(18.4, 12.9, 30.9);(28.4, 244.5, 359.9);5,141607
1;VRbio;2;147;0,0114852;(18.4, 12.9, 30.9);(28.9, 244.7, 359.8);5,153038
1;VRbio;2;148;0,0108621;(18.4, 12.9, 30.9);(29.4, 244.9, 359.7);5,164126
1;VRbio;2;149;0,0111798;(18.4, 12.9, 30.9);(29.9, 245.2, 359.7);5,175039
